trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
956,False,"{'a': 0.00299815767, 'e': 0.056912587975480884}",30,0,29.601292972030535,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
957,False,"{'a': 0.00299815767, 'e': 0.056742210600066206}",20,8,20.76641552896171,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.00299815767, 'e': 0.05657234327789434}",20,2,5.306182096602978,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
959,False,"{'a': 0.00299815767, 'e': 0.05640298448203535}",30,10,36.08354369792632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.00299815767, 'e': 0.05623413269013048}",30,14,17.688863408924355,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.00299815767, 'e': 0.05606578638437835}",25,0,38.95962851674978,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.00299815767, 'e': 0.05589794405152142}",20,14,0.48319427433716156,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
963,False,"{'a': 0.00299815767, 'e': 0.0557306041828323}",20,12,13.546485981007297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.00299815767, 'e': 0.05556376527410027}",20,0,30.778039665702856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
965,False,"{'a': 0.00299815767, 'e': 0.05539742582561768}",20,3,30.642005674403826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.00299815767, 'e': 0.055231584342166525}",25,0,44.89657987959975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
967,False,"{'a': 0.00299815767, 'e': 0.05506623933300499}",25,14,8.898254041001618,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
968,False,"{'a': 0.00299815767, 'e': 0.05490138931185403}",25,1,36.62333152959981,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.00299815767, 'e': 0.05473703279688404}",25,1,-9.645522111795632,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
970,False,"{'a': 0.00299815767, 'e': 0.05457316831070151}",25,11,11.46692564170743,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
971,False,"{'a': 0.00299815767, 'e': 0.05440979438033577}",20,6,26.1643231480578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.00299815767, 'e': 0.054246909537225704}",25,9,25.358522659593966,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.00299815767, 'e': 0.054084512317206616}",30,8,25.08869106913149,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.00299815767, 'e': 0.05392260126049701}",30,0,32.57718762010575,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
975,False,"{'a': 0.00299815767, 'e': 0.05376117491168551}",25,7,31.87963889437103,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.00299815767, 'e': 0.05360023181971772}",20,14,9.282362783006434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.00299815767, 'e': 0.05343977053788327}",20,8,20.2010100832399,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.00299815767, 'e': 0.053279789623802726}",20,0,26.632842072503674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
979,False,"{'a': 0.00299815767, 'e': 0.053120287639414655}",20,16,6.5770183107339815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.00299815767, 'e': 0.05296126315096273}",25,8,27.575693756307615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.00299815767, 'e': 0.05280271472898279}",25,8,21.545486701540753,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.00299815767, 'e': 0.05264464094829002}",20,0,25.561762280838906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
983,False,"{'a': 0.00299815767, 'e': 0.05248704038796615}",25,8,28.05015735573995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.00299815767, 'e': 0.05232991163134664}",20,7,26.28239553995588,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.00299815767, 'e': 0.05217325326600799}",20,15,9.134450910420057,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.00299815767, 'e': 0.05201706388375503}",20,0,25.48032376966964,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
987,False,"{'a': 0.00299815767, 'e': 0.05186134208060825}",30,11,33.610798201046116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.00299815767, 'e': 0.05170608645679119}",25,15,-22.520185824834435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
989,False,"{'a': 0.00299815767, 'e': 0.05155129561671785}",20,0,26.801966722358905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
990,False,"{'a': 0.00299815767, 'e': 0.051396968168980164}",20,0,29.149986207973175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
991,False,"{'a': 0.00299815767, 'e': 0.05124310272633547}",25,15,22.099686472233625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.00299815767, 'e': 0.05108969790569405}",20,0,30.8340529036651,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
993,False,"{'a': 0.00299815767, 'e': 0.0509367523281067}",20,6,30.79251828190813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.00299815767, 'e': 0.05078426461875233}",20,0,32.612027980367515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
995,False,"{'a': 0.00299815767, 'e': 0.0506322334069256}",20,1,28.45367007616788,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.00299815767, 'e': 0.05048065732602463}",35,10,39.45640040944679,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.00299815767, 'e': 0.050329535013538665}",25,1,33.18380437496663,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.00299815767, 'e': 0.050178865111035864}",20,10,15.320571889505594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.00299815767, 'e': 0.050028646264151086}",25,0,21.65930146988038,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1000,False,"{'a': 0.00299815767, 'e': 0.049878877122573696}",20,4,29.99209678501646,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.00299815767, 'e': 0.04972955634003546}",25,1,39.18265529582025,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.00299815767, 'e': 0.0495806825742984}",20,8,22.39513483570181,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.00299815767, 'e': 0.049432254487142765}",25,11,23.765066504739565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.00299815767, 'e': 0.049284270744355}",20,0,26.11778854279602,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1005,False,"{'a': 0.00299815767, 'e': 0.049136730015715724}",25,13,20.38380968560466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.00299815767, 'e': 0.04898963097498779}",30,4,42.15337225392339,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.00299815767, 'e': 0.048842972299904384}",20,14,10.905154504067397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.00299815767, 'e': 0.0486967526721571}",30,18,23.08269988823027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.00299815767, 'e': 0.048550970777384114}",30,7,41.20867962708962,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.00299815767, 'e': 0.04840562530515837}",25,10,7.692435057491101,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.00299815767, 'e': 0.0482607149489758}",20,8,20.762494406406763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.00299815767, 'e': 0.04811623840624355}",20,9,18.474557298502383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.00299815767, 'e': 0.04797219437826833}",25,0,42.97829682185595,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1014,False,"{'a': 0.00299815767, 'e': 0.04782858157024467}",20,3,28.993099677855227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.00299815767, 'e': 0.04768539869124336}",25,15,17.62803189270528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.00299815767, 'e': 0.047542644454199756}",25,7,30.380670116884076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.00299815767, 'e': 0.0474003175759023}",25,0,33.490232996127034,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1018,False,"{'a': 0.00299815767, 'e': 0.047258416776980915}",25,15,17.110885447527707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.00299815767, 'e': 0.047116940781895544}",25,0,37.35429353975387,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1020,False,"{'a': 0.00299815767, 'e': 0.04697588831892467}",25,0,26.945365140602366,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1021,False,"{'a': 0.00299815767, 'e': 0.04683525812015389}",20,2,16.495084333632164,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1022,False,"{'a': 0.00299815767, 'e': 0.04669504892146452}",25,19,12.105123935262796,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.00299815767, 'e': 0.04655525946252221}",20,8,19.498579561727244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.00299815767, 'e': 0.04641588848676565}",35,19,31.249691657930654,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.00299815767, 'e': 0.04627693474139525}",20,10,21.095707892617874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.00299815767, 'e': 0.04613839697736189}",25,6,29.989843612592782,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.00299815767, 'e': 0.04600027394935568}",30,0,45.63997932503562,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1028,False,"{'a': 0.00299815767, 'e': 0.045862564415794775}",20,13,11.359323283275891,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.00299815767, 'e': 0.045725267138814224}",20,6,15.072750495725877,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1030,False,"{'a': 0.00299815767, 'e': 0.04558838088425482}",20,0,-13.146891213652248,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1031,False,"{'a': 0.00299815767, 'e': 0.04545190442165203}",25,0,-26.866480553747454,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
1032,False,"{'a': 0.00299815767, 'e': 0.045315836524224905}",25,11,14.337298329841135,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1033,False,"{'a': 0.00299815767, 'e': 0.04518017596886509}",20,0,15.323633780686098,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1034,False,"{'a': 0.00299815767, 'e': 0.045044921536125805}",25,2,37.05790697645052,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.00299815767, 'e': 0.044910072010210876}",25,11,13.70707306619855,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.00299815767, 'e': 0.044775626178963836}",30,24,7.822444014594971,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.00299815767, 'e': 0.044641582833857}",20,4,8.382405325177041,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1038,False,"{'a': 0.00299815767, 'e': 0.044507940769980624}",25,10,23.481473167311506,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.00299815767, 'e': 0.04437469878603204}",20,0,-10.975510265168271,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1040,False,"{'a': 0.00299815767, 'e': 0.044241855684304915}",25,11,26.469307048942113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.00299815767, 'e': 0.04410941027067842}",30,0,5.676167735413081,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1042,False,"{'a': 0.00299815767, 'e': 0.043977361354606545}",25,0,26.006561371410392,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1043,False,"{'a': 0.00299815767, 'e': 0.04384570774910738}",25,3,31.79448358364178,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.00299815767, 'e': 0.04371444827075243}",20,6,21.466112875699565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.00299815767, 'e': 0.043583581739656}",30,3,46.39667196742748,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.00299815767, 'e': 0.04345310697946459}",30,10,8.311764050215196,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1047,False,"{'a': 0.00299815767, 'e': 0.04332302281734629}",20,14,11.412920591502777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.00299815767, 'e': 0.043193328083980284}",20,0,22.81482091873643,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1049,False,"{'a': 0.00299815767, 'e': 0.043064021613546284}",20,0,38.51857987639834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1050,False,"{'a': 0.00299815767, 'e': 0.04293510224371412}",30,10,33.45132512854871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.00299815767, 'e': 0.04280656881563321}",20,7,22.880237072344165,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.00299815767, 'e': 0.04267842017392222}",25,20,9.993345755968974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.00299815767, 'e': 0.04255065516665862}",20,0,31.674520613533513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1054,False,"{'a': 0.00299815767, 'e': 0.04242327264536836}",35,0,44.706751876575346,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
1055,False,"{'a': 0.00299815767, 'e': 0.04229627146501556}",20,0,27.28966903245434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1056,False,"{'a': 0.00299815767, 'e': 0.042169650483992155}",20,0,30.008849364623796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1057,False,"{'a': 0.00299815767, 'e': 0.042043408564107716}",20,2,24.1434488589799,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.00299815767, 'e': 0.041917544570579154}",30,12,30.99184432930707,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.00299815767, 'e': 0.041792057372020554}",20,16,8.626966613299233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.00299815767, 'e': 0.04166694584043299}",30,8,29.420156957008192,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.00299815767, 'e': 0.04154220885119439}",20,1,15.1875412354957,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1062,False,"{'a': 0.00299815767, 'e': 0.041417845283049426}",30,20,9.678765899010523,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1063,False,"{'a': 0.00299815767, 'e': 0.04129385401809944}",20,5,26.21696807066909,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.00299815767, 'e': 0.041170233941792395}",25,7,35.0815277578654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.00299815767, 'e': 0.04104698394291283}",30,10,35.68375870858964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.00299815767, 'e': 0.04092410291357193}",25,9,28.732585275571292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.00299815767, 'e': 0.0408015897491975}",20,0,28.074151443143332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1068,False,"{'a': 0.00299815767, 'e': 0.04067944334852407}",35,23,6.0208400831961715,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.00299815767, 'e': 0.04055766261358302}",20,10,19.12423873923281,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.00299815767, 'e': 0.040436246449692646}",35,6,32.16857200712649,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
1071,False,"{'a': 0.00299815767, 'e': 0.040315193765448384}",25,15,13.278579398340396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.00299815767, 'e': 0.040194503472712965}",25,4,18.744323637197674,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
1073,False,"{'a': 0.00299815767, 'e': 0.040074174486606634}",20,0,26.85028340919914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1074,False,"{'a': 0.00299815767, 'e': 0.03995420572549742}",25,0,33.66764268466004,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1075,False,"{'a': 0.00299815767, 'e': 0.039834596110991376}",20,11,12.469028174827779,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.00299815767, 'e': 0.03971534456792294}",20,12,15.451408675637225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.00299815767, 'e': 0.03959645002434521}",25,11,24.944824417920863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.00299815767, 'e': 0.03947791141152035}",30,1,24.5487843174421,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
1079,False,"{'a': 0.00299815767, 'e': 0.039359727663909966}",25,12,22.453298587782427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.00299815767, 'e': 0.03924189771916554}",20,5,25.220705188309662,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.00299815767, 'e': 0.03912442051811885}",20,15,8.715005430362094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.00299815767, 'e': 0.03900729500477251}",25,11,24.255333542644475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.00299815767, 'e': 0.0388905201262904}",25,0,41.72603725679569,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1084,False,"{'a': 0.00299815767, 'e': 0.038774094832988264}",25,17,17.50302194978002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.00299815767, 'e': 0.038658018078324245}",30,21,17.27205182564044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.00299815767, 'e': 0.038542288818889485}",25,2,0.8919638355327597,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1087,False,"{'a': 0.00299815767, 'e': 0.03842690601439875}",25,0,32.317629589943216,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1088,False,"{'a': 0.00299815767, 'e': 0.038311868627681066}",20,7,20.75214697391196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.00299815767, 'e': 0.038197175624670406}",30,8,34.739447439809155,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.00299815767, 'e': 0.038082825974396405}",25,13,22.88210134489669,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.00299815767, 'e': 0.037968818648975056}",30,4,34.008628003477675,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1092,False,"{'a': 0.00299815767, 'e': 0.03785515262359953}",30,0,37.226753568564305,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1093,False,"{'a': 0.00299815767, 'e': 0.03774182687653089}",20,12,13.556282487915286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.00299815767, 'e': 0.03762884038908898}",25,0,38.675676966611796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1095,False,"{'a': 0.00299815767, 'e': 0.03751619214564321}",25,15,19.329525772526353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.00299815767, 'e': 0.03740388113360346}",20,6,24.752251332623672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.00299815767, 'e': 0.03729190634341097}",25,0,-8.452249514032546,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1098,False,"{'a': 0.00299815767, 'e': 0.03718026676852927}",20,10,20.78972447806226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.00299815767, 'e': 0.03706896140543511}",30,12,28.380956355777972,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.00299815767, 'e': 0.036957989253609456}",25,5,33.55045499879923,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.00299815767, 'e': 0.0368473493155285}",20,8,18.488550971703486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.00299815767, 'e': 0.03673704059665471}",30,8,38.8021948345531,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.00299815767, 'e': 0.03662706210542783}",25,18,14.146831816499517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.00299815767, 'e': 0.036517412853256034}",25,0,36.18984476771897,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1105,False,"{'a': 0.00299815767, 'e': 0.036408091854506996}",20,16,7.840191885690398,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.00299815767, 'e': 0.036299098126499056}",30,0,47.908252803814676,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1107,False,"{'a': 0.00299815767, 'e': 0.036190430689492376}",25,1,36.38964095841525,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.00299815767, 'e': 0.03608208856668013}",25,0,38.37199007089315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1109,False,"{'a': 0.00299815767, 'e': 0.035974070784179725}",30,0,44.4934033270308,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1110,False,"{'a': 0.00299815767, 'e': 0.03586637637102404}",25,0,40.56392570175373,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1111,False,"{'a': 0.00299815767, 'e': 0.03575900435915274}",25,0,23.007698850690343,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1112,False,"{'a': 0.00299815767, 'e': 0.0356519537834035}",20,2,27.21065736937011,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.00299815767, 'e': 0.035545223681503396}",25,3,22.598372432704664,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1114,False,"{'a': 0.00299815767, 'e': 0.035438813094060224}",35,23,18.624349031760815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.00299815767, 'e': 0.03533272106455388}",30,10,33.84587469476907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.00299815767, 'e': 0.03522694663932776}",20,8,20.417982832827636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.00299815767, 'e': 0.035121488867580195}",20,0,28.374123405789774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1118,False,"{'a': 0.00299815767, 'e': 0.035016346801355895}",25,12,19.897504930757936,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.00299815767, 'e': 0.034911519495537446}",25,13,-0.4137293553634662,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1120,False,"{'a': 0.00299815767, 'e': 0.034807006007836795}",30,16,6.88333425176485,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1121,False,"{'a': 0.00299815767, 'e': 0.03470280539878677}",20,9,19.703722085978054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.00299815767, 'e': 0.034598916731732675}",25,0,13.135347533120036,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1123,False,"{'a': 0.00299815767, 'e': 0.03449533907282384}",25,0,10.798655126547983,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1124,False,"{'a': 0.00299815767, 'e': 0.034392071491005226}",20,0,27.450052706440548,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1125,False,"{'a': 0.00299815767, 'e': 0.03428911305800907}",25,3,33.587714629906664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.00299815767, 'e': 0.03418646284834653}",20,0,18.93406716980032,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1127,False,"{'a': 0.00299815767, 'e': 0.034084119939299384}",20,13,12.91414219509079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.00299815767, 'e': 0.0339820834109117}",25,14,22.476528441226325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.00299815767, 'e': 0.03388035234598159}",20,0,32.83869434776324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1130,False,"{'a': 0.00299815767, 'e': 0.033778925830053}",20,12,13.232930370638414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.00299815767, 'e': 0.033677802951407404}",20,13,12.76862255196923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.00299815767, 'e': 0.033576982801055685}",20,6,9.5695675746616,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
